stock_id,name,industry,market,asset_type
2645,長榮航太,航運業,上市,stock
2646,星宇航空,其他,上市,stock
2701,萬企,觀光餐旅,上市,stock
2702,華園,觀光餐旅,上市,stock
2704,國賓,觀光餐旅,上市,stock
2705,六福,觀光餐旅,上市,stock
2706,第一店,觀光餐旅,上市,stock
2707,晶華,觀光餐旅,上市,stock
2712,遠雄來,觀光餐旅,上市,stock
2722,夏都,觀光餐旅,上市,stock
2723,美食-KY,觀光餐旅,上市,stock
2727,王品,觀光餐旅,上市,stock
2731,雄獅,觀光餐旅,上市,stock
2739,寒舍,觀光餐旅,上市,stock
2748,雲品,觀光餐旅,上市,stock
2753,八方雲集,觀光餐旅,上市,stock
2762,世界健身-KY,運動休閒,上市,stock
2801,彰銀,金融保險業,上市,stock
2812,台中銀,金融保險業,上市,stock
2816,旺旺保,金融保險業,上市,stock
2820,華票,金融保險業,上市,stock
2832,台產,金融保險業,上市,stock
2834,臺企銀,金融保險業,上市,stock
2836,高雄銀,金融保險業,上市,stock
2836A,高雄銀甲特,金融保險業,上市,stock
2838,聯邦銀,金融保險業,上市,stock
2838A,聯邦銀甲特,金融保險業,上市,stock
2845,遠東銀,金融保險業,上市,stock
2849,安泰銀,金融保險業,上市,stock
2850,新產,金融保險業,上市,stock
2851,中再保,金融保險業,上市,stock
2852,第一保,金融保險業,上市,stock
2855,統一證,金融保險業,上市,stock
2867,三商壽,金融保險業,上市,stock
2880,華南金,金融保險業,上市,stock
2881,富邦金,金融保險業,上市,stock
2881A,富邦特,金融保險業,上市,stock
2881B,富邦金乙特,金融保險業,上市,stock
2881C,富邦金丙特,金融保險業,上市,stock
2882,國泰金,金融保險業,上市,stock
2882A,國泰特,金融保險業,上市,stock
2882B,國泰金乙特,金融保險業,上市,stock
2883,凱基金,金融保險業,上市,stock
2883B,凱基金乙特,金融保險業,上市,stock
2884,玉山金,金融保險業,上市,stock
2885,元大金,金融保險業,上市,stock
2886,兆豐金,金融保險業,上市,stock
2887,台新新光金,金融保險業,上市,stock
2887E,台新新光戊特一,金融保險業,上市,stock
2887F,台新新光戊特二,金融保險業,上市,stock
2887G,台新新光庚特一,其他,上市,stock
2887H,台新新光庚特二,其他,上市,stock
2887I,台新新光辛特,其他,上市,stock
2887Z1,台新新光己特,金融保險業,上市,stock
2889,國票金,金融保險業,上市,stock
2890,永豐金,金融保險業,上市,stock
2891,中信金,金融保險業,上市,stock
2891B,中信金乙特,金融保險業,上市,stock
2891C,中信金丙特,金融保險業,上市,stock
2892,第一金,金融保險業,上市,stock
2897,王道銀行,金融保險業,上市,stock
2897B,王道銀乙特,其他,上市,stock
2901,欣欣,貿易百貨業,上市,stock
2903,遠百,貿易百貨業,上市,stock
2904,匯僑,其他業,上市,stock
2905,三商,貿易百貨業,上市,stock
2906,高林,貿易百貨業,上市,stock
2908,特力,貿易百貨業,上市,stock
2910,統領,貿易百貨業,上市,stock
2911,麗嬰房,貿易百貨業,上市,stock
2912,統一超,貿易百貨業,上市,stock
2913,農林,貿易百貨業,上市,stock
2915,潤泰全,貿易百貨業,上市,stock
2923,鼎固-KY,建材營造業,上市,stock
2929,淘帝-KY,貿易百貨業,上市,stock
2939,永邑-KY,貿易百貨業,上市,stock
2945,三商家購,貿易百貨業,上市,stock
3002,歐格,電腦及週邊設備業,上市,stock
3003,健和興,電子零組件業,上市,stock
3004,豐達科,鋼鐵工業,上市,stock
3005,神基,電腦及週邊設備業,上市,stock
3006,晶豪科,半導體業,上市,stock
3008,大立光,光電業,上市,stock
3010,華立,電子通路業,上市,stock
3011,今皓,電子零組件業,上市,stock
3013,晟銘電,電腦及週邊設備業,上市,stock
3014,聯陽,半導體業,上市,stock
3015,全漢,電子零組件業,上市,stock
3016,嘉晶,半導體業,上市,stock
3017,奇鋐,電腦及週邊設備業,上市,stock
3018,隆銘綠能,其他電子業,上市,stock
3019,亞光,光電業,上市,stock
3021,鴻名,電子零組件業,上市,stock
3022,威強電,電腦及週邊設備業,上市,stock
3023,信邦,電子零組件業,上市,stock
3024,憶聲,光電業,上市,stock
3025,星通,通信網路業,上市,stock
3026,禾伸堂,電子零組件業,上市,stock
3027,盛達,通信網路業,上市,stock
3028,增你強,電子通路業,上市,stock
3029,零壹,資訊服務業,上市,stock
3030,德律,其他電子業,上市,stock
3031,佰鴻,光電業,上市,stock
3032,偉訓,電子零組件業,上市,stock
3033,威健,電子通路業,上市,stock
3034,聯詠,半導體業,上市,stock
3035,智原,半導體業,上市,stock
3036,文曄,電子通路業,上市,stock
3036A,文曄甲特,其他,上市,stock
3037,欣興,電子零組件業,上市,stock
3038,全台,光電業,上市,stock
3040,遠見,其他業,上市,stock
3041,揚智,半導體業,上市,stock
3042,晶技,電子零組件業,上市,stock
3043,科風,其他電子業,上市,stock
3044,健鼎,電子零組件業,上市,stock
3045,台灣大,通信網路業,上市,stock
3046,建碁,電腦及週邊設備業,上市,stock
3047,訊舟,通信網路業,上市,stock
3048,益登,電子通路業,上市,stock
3049,精金,光電業,上市,stock
3050,鈺德,光電業,上市,stock
3051,力特,光電業,上市,stock
3052,夆典,建材營造業,上市,stock
3054,立萬利,食品工業,上市,stock
3055,蔚華科,電子通路業,上市,stock
3056,富華新,建材營造業,上市,stock
3057,喬鼎,電腦及週邊設備業,上市,stock
3058,立德,電子零組件業,上市,stock
3059,華晶科,光電業,上市,stock
3060,銘異,電腦及週邊設備業,上市,stock
3062,建漢,通信網路業,上市,stock
3090,日電貿,電子零組件業,上市,stock
3092,鴻碩,電子零組件業,上市,stock
3094,聯傑,半導體業,上市,stock
3130,一零四,數位雲端,上市,stock
3135,凌航,其他,上市,stock
3138,耀登,通信網路業,上市,stock
3149,正達,光電業,上市,stock
3150,鈺寶-創,其他,上市,stock
3164,景岳,生技醫療業,上市,stock
3167,大量,電機機械,上市,stock
3168,眾福科,光電業,上市,stock
3189,景碩,半導體業,上市,stock
3209,全科,電子通路業,上市,stock
3229,晟鈦,電子零組件業,上市,stock
3231,緯創,電腦及週邊設備業,上市,stock
3257,虹冠電,半導體業,上市,stock
3266,昇陽,建材營造業,上市,stock
3296,勝德,電子零組件業,上市,stock
3305,昇貿,其他電子業,上市,stock
3308,聯德,電子零組件業,上市,stock
3311,閎暉,通信網路業,上市,stock
3312,弘憶股,電子通路業,上市,stock
3321,同泰,電子零組件業,上市,stock
3338,泰碩,電子零組件業,上市,stock
3346,麗清,汽車工業,上市,stock
3356,奇偶,光電業,上市,stock
3376,新日興,電子零組件業,上市,stock
3380,明泰,通信網路業,上市,stock
3406,玉晶光,光電業,上市,stock
3413,京鼎,半導體業,上市,stock
3416,融程電,電腦及週邊設備業,上市,stock
3419,譁裕,通信網路業,上市,stock
3432,台端,電子零組件業,上市,stock
3437,榮創,光電業,上市,stock
3443,創意,半導體業,上市,stock
3447,展達,通信網路業,上市,stock
3450,聯鈞,半導體業,上市,stock
3454,晶睿,光電業,上市,stock
3481,群創,光電業,上市,stock
3494,誠研,電腦及週邊設備業,上市,stock
3501,維熹,電子零組件業,上市,stock
3504,揚明光,光電業,上市,stock
3515,華擎,電腦及週邊設備業,上市,stock
3518,柏騰,其他電子業,上市,stock
3528,安馳,電子通路業,上市,stock
3530,晶相光,半導體業,上市,stock
3532,台勝科,半導體業,上市,stock
3533,嘉澤,電子零組件業,上市,stock
3535,晶彩科,光電業,上市,stock
3543,州巧,光電業,上市,stock
3545,敦泰,半導體業,上市,stock
3550,聯穎,電子零組件業,上市,stock
3557,嘉威,居家生活,上市,stock
3563,牧德,光電業,上市,stock
3576,聯合再生,光電業,上市,stock
3583,辛耘,半導體業,上市,stock
3588,通嘉,半導體業,上市,stock
3591,艾笛森,光電業,上市,stock
3592,瑞鼎,半導體業,上市,stock
3593,力銘,電子零組件業,上市,stock
3596,智易,通信網路業,上市,stock
3605,宏致,電子零組件業,上市,stock
3607,谷崧,電子零組件業,上市,stock
3617,碩天,其他電子業,上市,stock
3622,洋華,光電業,上市,stock
3645,達邁,電子零組件業,上市,stock
3652,精聯,電腦及週邊設備業,上市,stock
3653,健策,電子零組件業,上市,stock
3661,世芯-KY,半導體業,上市,stock
3665,貿聯-KY,其他電子業,上市,stock
3669,圓展,通信網路業,上市,stock
3673,TPK-KY,光電業,上市,stock
3679,新至陞,電子零組件業,上市,stock
3686,達能,半導體業,上市,stock
3694,海華,通信網路業,上市,stock
3701,大眾控,電腦及週邊設備業,上市,stock
3702,大聯大,電子通路業,上市,stock
3703,欣陸,建材營造業,上市,stock
3704,合勤控,通信網路業,上市,stock
3705,永信,生技醫療業,上市,stock
3706,神達,電腦及週邊設備業,上市,stock
3708,上緯投控,綠能環保,上市,stock
3711,日月光投控,半導體業,上市,stock
3712,永崴投控,電腦及週邊設備業,上市,stock
3714,富采,光電業,上市,stock
3715,定穎投控,電子零組件業,上市,stock
3716,中化控股,其他,上市,stock
3717,聯嘉投控,其他,上市,stock
4104,佳醫,生技醫療業,上市,stock
4106,雃博,生技醫療業,上市,stock
4108,懷特,生技醫療業,上市,stock
4119,旭富,生技醫療業,上市,stock
4133,亞諾法,生技醫療業,上市,stock
4137,麗豐-KY,生技醫療業,上市,stock
4142,國光生,生技醫療業,上市,stock
4148,全宇生技-KY,生技醫療業,上市,stock
4155,訊映,生技醫療業,上市,stock
4164,承業醫,生技醫療業,上市,stock
4190,佐登-KY,生技醫療業,上市,stock
4306,炎洲,塑膠工業,上市,stock
4414,如興,紡織纖維,上市,stock
4426,利勤,紡織纖維,上市,stock
4438,廣越,紡織纖維,上市,stock
4439,冠星-KY,紡織纖維,上市,stock
4440,宜新實業,紡織纖維,上市,stock
4441,振大環球,其他,上市,stock
4526,東台,電機機械,上市,stock
4532,瑞智,電機機械,上市,stock
4536,拓凱,運動休閒,上市,stock
4540,全球傳動,電機機械,上市,stock
4545,銘鈺,電子零組件業,上市,stock
4551,智伸科,汽車工業,上市,stock
4552,力達-KY,電機機械,上市,stock
4555,氣立,電機機械,上市,stock
4557,永新-KY,汽車工業,上市,stock
4560,強信-KY,電機機械,上市,stock
4562,穎漢,電機機械,上市,stock
4564,元翎,電機機械,上市,stock
4566,時碩工業,電機機械,上市,stock
4569,六方科-KY,汽車工業,上市,stock
4571,鈞興-KY,電機機械,上市,stock
4572,駐龍,電機機械,上市,stock
4576,大銀微系統,電機機械,上市,stock
4581,光隆精密-KY,汽車工業,上市,stock
4583,台灣精銳,電機機械,上市,stock
4585,達明,其他,上市,stock
4588,玖鼎電力,其他電子業,上市,stock
4720,德淵,化學工業,上市,stock
4722,國精化,化學工業,上市,stock
4736,泰博,生技醫療業,上市,stock
4737,華廣,生技醫療業,上市,stock
4739,康普,化學工業,上市,stock
4746,台耀,生技醫療業,上市,stock
4755,三福化,化學工業,上市,stock
4763,材料*-KY,化學工業,上市,stock
4764,雙鍵,化學工業,上市,stock
4766,南寶,化學工業,上市,stock
4770,上品,化學工業,上市,stock
4771,望隼,生技醫療業,上市,stock
4807,日成-KY,貿易百貨業,上市,stock
4904,遠傳,通信網路業,上市,stock
4906,正文,通信網路業,上市,stock
4912,聯德控股-KY,電子零組件業,上市,stock
4915,致伸,電子零組件業,上市,stock
4916,事欣科,電腦及週邊設備業,上市,stock
4919,新唐,半導體業,上市,stock
4927,泰鼎-KY,電子零組件業,上市,stock
4930,燦星網,電器電纜,上市,stock
4934,太極,光電業,上市,stock
4935,茂林-KY,光電業,上市,stock
4938,和碩,電腦及週邊設備業,上市,stock
4942,嘉彰,光電業,上市,stock
4943,康控-KY,電子零組件業,上市,stock
4949,有成精密,光電業,上市,stock
4952,凌通,半導體業,上市,stock
4956,光鋐,光電業,上市,stock
4958,臻鼎-KY,電子零組件業,上市,stock
4960,誠美材,光電業,上市,stock
4961,天鈺,半導體業,上市,stock
4967,十銓,半導體業,上市,stock
4968,立積,半導體業,上市,stock
4976,佳凌,光電業,上市,stock
4977,眾達-KY,通信網路業,上市,stock
4989,榮科,電子零組件業,上市,stock
4994,傳奇,資訊服務業,上市,stock
4999,鑫禾,電子零組件業,上市,stock
5007,三星,鋼鐵工業,上市,stock
5203,訊連,資訊服務業,上市,stock
5215,科嘉-KY,電腦及週邊設備業,上市,stock
5222,全訊,半導體業,上市,stock
5225,東科-KY,其他電子業,上市,stock
5234,達興材料,光電業,上市,stock
5243,乙盛-KY,光電業,上市,stock
5244,弘凱,光電業,上市,stock
5258,虹堡,電腦及週邊設備業,上市,stock
5269,祥碩,半導體業,上市,stock
5283,禾聯碩,電器電纜,上市,stock
5284,jpp-KY,其他業,上市,stock
5285,界霖,半導體業,上市,stock
5288,豐祥-KY,電機機械,上市,stock
5292,華懋,綠能環保,上市,stock
5306,桂盟,運動休閒,上市,stock
5388,中磊,通信網路業,上市,stock
5434,崇越,電子通路業,上市,stock
5469,瀚宇博,電子零組件業,上市,stock
5471,松翰,半導體業,上市,stock
5484,慧友,光電業,上市,stock
5515,建國,建材營造業,上市,stock
5519,隆大,建材營造業,上市,stock
5521,工信,建材營造業,上市,stock
5522,遠雄,建材營造業,上市,stock
5525,順天,建材營造業,上市,stock
5531,鄉林,建材營造業,上市,stock
5533,皇鼎,建材營造業,上市,stock
5534,長虹,建材營造業,上市,stock
5538,東明-KY,鋼鐵工業,上市,stock
5546,永固-KY,建材營造業,上市,stock
5607,遠雄港,航運業,上市,stock
5608,四維航,航運業,上市,stock
5706,鳳凰,觀光餐旅,上市,stock
5871,中租-KY,其他業,上市,stock
5871A,中租-KY甲特,其他業,上市,stock
5876,上海商銀,金融保險業,上市,stock
5880,合庫金,金融保險業,上市,stock
5906,台南-KY,貿易百貨業,上市,stock
5907,大洋-KY,貿易百貨業,上市,stock
6005,群益證,金融保險業,上市,stock
6024,群益期,金融保險業,上市,stock
6108,競國,電子零組件業,上市,stock
6112,邁達特,資訊服務業,上市,stock
6115,鎰勝,電子零組件業,上市,stock
6116,彩晶,光電業,上市,stock
6117,迎廣,電腦及週邊設備業,上市,stock
6120,達運,光電業,上市,stock
6128,上福,電腦及週邊設備業,上市,stock
6133,金橋,電子零組件業,上市,stock
6136,富爾特,通信網路業,上市,stock
6139,亞翔,其他電子業,上市,stock
6141,柏承,電子零組件業,上市,stock
6142,友勁,通信網路業,上市,stock
6152,百一,通信網路業,上市,stock
6153,嘉聯益,電子零組件業,上市,stock
6155,鈞寶,電子零組件業,上市,stock
6164,華興,光電業,上市,stock
6165,浪凡,數位雲端,上市,stock
6166,凌華,電腦及週邊設備業,上市,stock
6168,宏齊,光電業,上市,stock
6176,瑞儀,光電業,上市,stock
6177,達麗,建材營造業,上市,stock
6183,關貿,資訊服務業,上市,stock
6184,大豐電,其他業,上市,stock
6189,豐藝,電子通路業,上市,stock
6191,精成科,電子零組件業,上市,stock
6192,巨路,其他電子業,上市,stock
6196,帆宣,其他電子業,上市,stock
6197,佳必琪,電子零組件業,上市,stock
6201,亞弘電,其他電子業,上市,stock
6202,盛群,半導體業,上市,stock
6205,詮欣,電子零組件業,上市,stock
6206,飛捷,電腦及週邊設備業,上市,stock
6209,今國光,光電業,上市,stock
6213,聯茂,電子零組件業,上市,stock
6214,精誠,資訊服務業,上市,stock
6215,和椿,其他電子業,上市,stock
6216,居易,通信網路業,上市,stock
6224,聚鼎,電子零組件業,上市,stock
6225,天瀚,光電業,上市,stock
6226,光鼎,光電業,上市,stock
6230,尼得科超眾,電腦及週邊設備業,上市,stock
6235,華孚,電腦及週邊設備業,上市,stock
6239,力成,半導體業,上市,stock
6243,迅杰,半導體業,上市,stock
6257,矽格,半導體業,上市,stock
6269,台郡,電子零組件業,上市,stock
6271,同欣電,半導體業,上市,stock
6272,驊陞,其他,上市,stock
6277,宏正,電腦及週邊設備業,上市,stock
6278,台表科,光電業,上市,stock
6281,全國電,電子通路業,上市,stock
6282,康舒,電子零組件業,上市,stock
6283,淳安,其他電子業,上市,stock
6285,啟碁,通信網路業,上市,stock
6405,悅城,光電業,上市,stock
6409,旭隼,其他電子業,上市,stock
6412,群電,電子零組件業,上市,stock
6414,樺漢,電腦及週邊設備業,上市,stock
6415,矽力*-KY,半導體業,上市,stock
6416,瑞祺電通,通信網路業,上市,stock
6423,億而得-創,半導體業,上市,stock
6426,統新,通信網路業,上市,stock
6431,光麗-KY,生技醫療業,上市,stock
6438,迅得,其他電子業,上市,stock
6442,光聖,通信網路業,上市,stock
6443,元晶,光電業,上市,stock
6446,藥華藥,生技醫療業,上市,stock
6449,鈺邦,電子零組件業,上市,stock
6451,訊芯-KY,半導體業,上市,stock
6456,GIS-KY,光電業,上市,stock
6464,台數科,其他業,上市,stock
6472,保瑞,生技醫療業,上市,stock
6477,安集,光電業,上市,stock
6491,晶碩,生技醫療業,上市,stock
6504,南六,其他業,上市,stock
6505,台塑化,油電燃氣業,上市,stock
6515,穎崴,半導體業,上市,stock
6525,捷敏-KY,半導體業,上市,stock
6526,達發,半導體業,上市,stock
6531,愛普*,半導體業,上市,stock
6533,晶心科,半導體業,上市,stock
6534,正瀚-創,生技醫療業,上市,stock
6541,泰福-KY,生技醫療業,上市,stock
6550,北極星藥業-KY,生技醫療業,上市,stock
6552,易華電,半導體業,上市,stock
6558,興能高,其他電子業,上市,stock
6573,虹揚-KY,半導體業,上市,stock
6579,研揚,電腦及週邊設備業,上市,stock
6581,鋼聯,綠能環保,上市,stock
6582,申豐,橡膠工業,上市,stock
6585,鼎基,其他業,上市,stock
6589,台康生技,生技醫療業,上市,stock
6591,動力-KY,電腦及週邊設備業,上市,stock
6592,和潤企業,其他業,上市,stock
6592A,和潤企業甲特,其他業,上市,stock
6592B,和潤企業乙特,其他,上市,stock
6598,ABC-KY,生技醫療業,上市,stock
6605,帝寶,汽車工業,上市,stock
6606,建德工業,電機機械,上市,stock
6614,資拓宏宇,其他,上市,stock
6625,必應,其他業,上市,stock
6641,基士德-KY,綠能環保,上市,stock
6645,金萬林-創,生技醫療業,上市,stock
6655,科定,其他業,上市,stock
6657,華安,生技醫療業,上市,stock
6658,聯策,其他電子業,上市,stock
6666,羅麗芬-KY,生技醫療業,上市,stock
6668,中揚光,光電業,上市,stock
6669,緯穎,電腦及週邊設備業,上市,stock
6670,復盛應用,運動休閒,上市,stock
6671,三能-KY,居家生活,上市,stock
6672,騰輝電子-KY,電子零組件業,上市,stock
6674,鋐寶科技,通信網路業,上市,stock
6689,伊雲谷,數位雲端,上市,stock
6691,洋基工程,其他電子業,上市,stock
6695,芯鼎,半導體業,上市,stock
6698,旭暉應材,其他電子業,上市,stock
6706,惠特,光電業,上市,stock
6715,嘉基,電子零組件業,上市,stock
6719,力智,半導體業,上市,stock
6742,澤米,光電業,上市,stock
6743,安普新,其他電子業,上市,stock
6753,龍德造船,航運業,上市,stock
6754,匯僑設計,居家生活,上市,stock
6756,威鋒電子,半導體業,上市,stock
6757,台灣虎航,航運業,上市,stock
6768,志強-KY,運動休閒,上市,stock
6770,力積電,半導體業,上市,stock
6771,平和環保-創,其他,上市,stock
6776,展碁國際,電子通路業,上市,stock
6781,AES-KY,電子零組件業,上市,stock
6782,視陽,生技醫療業,上市,stock
6789,采鈺,半導體業,上市,stock
6790,永豐實,造紙工業,上市,stock
6792,詠業,通信網路業,上市,stock
6794,向榮生技,其他,上市,stock
6796,晉弘,生技醫療業,上市,stock
6799,來頡,半導體業,上市,stock
6805,富世達,電子零組件業,上市,stock
6806,森崴能源,綠能環保,上市,stock
6807,峰源-KY,居家生活,上市,stock
6830,汎銓,其他電子業,上市,stock
6831,邁科,其他,上市,stock
6834,天二科技,電子零組件業,上市,stock
6835,圓裕,電子零組件業,上市,stock
6838,台新藥,其他,上市,stock
6854,錼創科技-KY創,半導體業,上市,stock
6861,睿生光電,生技醫療業,上市,stock
6862,三集瑞-KY,其他,上市,stock
6863,永道-KY,通信網路業,上市,stock
6869,雲豹能源,綠能環保,上市,stock
6873,泓德能源,綠能環保,上市,stock
6885,全福生技,其他,上市,stock
6887,寶綠特-KY,其他,上市,stock
6890,來億-KY,其他,上市,stock
6901,鑽石投資,其他業,上市,stock
6902,GOGOLOOK,數位雲端,上市,stock
6906,現觀科,數位雲端,上市,stock
6909,創控,其他,上市,stock
6914,阜爾運通,其他業,上市,stock
6916,華凌,光電業,上市,stock
6918,愛派司,其他,上市,stock
6919,康霈*,其他,上市,stock
6921,嘉雨思-創,其他,上市,stock
6923,中台,其他,上市,stock
6924,榮惠-KY創,其他,上市,stock
6928,攸泰科技,電腦及週邊設備業,上市,stock
6931,青松健康,其他,上市,stock
6933,AMAX-KY,電腦及週邊設備業,上市,stock
6936,永鴻生技,其他,上市,stock
6937,天虹,半導體業,上市,stock
6944,兆聯實業,其他,上市,stock
6949,沛爾生醫-創,生技醫療業,上市,stock
6951,青新-創,其他,上市,stock
6952,大武山,其他,上市,stock
6955,邦睿生技-創,其他,上市,stock
6957,裕慶-KY,其他,上市,stock
6958,日盛台駿,其他,上市,stock
6962,奕力-KY,其他,上市,stock
6965,中傑-KY,其他,上市,stock
6969,成信實業*-創,其他,上市,stock
6988,威力暘-創,其他,上市,stock
6994,富威電力,其他,上市,stock
7610,聯友金屬-創,其他,上市,stock
7631,聚賢研發-創,其他,上市,stock
7705,三商餐飲,其他,上市,stock
7711,永擎,其他,上市,stock
7721,微程式,其他,上市,stock
7722,LINEPAY,其他,上市,stock
7730,暉盛-創,其他,上市,stock
7732,金興精密,其他,上市,stock
7736,虎山,其他,上市,stock
7740,熙特爾-創,其他,上市,stock
7749,意騰-KY,其他,上市,stock
7750,新代,其他,上市,stock
7765,中華資安,其他,上市,stock
7769,鴻勁,其他,上市,stock
7780,大研生醫,其他,上市,stock
7786,東方風能,其他,上市,stock
7788,松川精密,其他,上市,stock
7791,皇家可口,其他,上市,stock
7799,禾榮科,其他,上市,stock
8011,台通,通信網路業,上市,stock
8016,矽創,半導體業,上市,stock
8021,尖點,其他電子業,上市,stock
8028,昇陽半導體,半導體業,上市,stock
8033,雷虎,其他業,上市,stock
8039,台虹,電子零組件業,上市,stock
8045,達運光電,其他,上市,stock
8046,南電,電子零組件業,上市,stock
8070,長華*,電子通路業,上市,stock
8072,陞泰,電子通路業,上市,stock
8081,致新,半導體業,上市,stock
8101,華冠,通信網路業,上市,stock
8103,瀚荃,電子零組件業,上市,stock
8104,錸寶,光電業,上市,stock
8105,凌巨,光電業,上市,stock
8110,華東,半導體業,上市,stock
8112,至上,電子通路業,上市,stock
8112A,至上甲特,電子通路業,上市,stock
8114,振樺電,電腦及週邊設備業,上市,stock
8131,福懋科,半導體業,上市,stock
8150,南茂,半導體業,上市,stock
8162,微矽電子-創,半導體業,上市,stock
8163,達方,電腦及週邊設備業,上市,stock
8201,無敵,其他電子業,上市,stock
8210,勤誠,電腦及週邊設備業,上市,stock
8213,志超,電子零組件業,上市,stock
8215,明基材,光電業,上市,stock
8222,寶一,電機機械,上市,stock
8249,菱光,電子零組件業,上市,stock
8261,富鼎,半導體業,上市,stock
8271,宇瞻,半導體業,上市,stock
8341,日友,綠能環保,上市,stock
8367,建新國際,航運業,上市,stock
8374,羅昇,電機機械,上市,stock
8404,百和興業-KY,其他業,上市,stock
8411,福貞-KY,其他業,上市,stock
8422,可寧衛*,綠能環保,上市,stock
8429,金麗-KY,貿易百貨業,上市,stock
8438,昶昕,綠能環保,上市,stock
8442,威宏-KY,其他業,上市,stock
8443,阿瘦,貿易百貨業,上市,stock
8454,富邦媒,數位雲端,上市,stock
8462,柏文,運動休閒,上市,stock
8463,潤泰材,其他業,上市,stock
8464,億豐,居家生活,上市,stock
8466,美吉吉-KY,其他業,上市,stock
8467,波力-KY,運動休閒,上市,stock
8473,山林水,綠能環保,上市,stock
8476,台境*,綠能環保,上市,stock
8478,東哥遊艇,運動休閒,上市,stock
8481,政伸,其他業,上市,stock
8482,商億-KY,居家生活,上市,stock
8487,愛爾達-創,數位雲端,上市,stock
8488,吉源-KY,其他業,上市,stock
8499,鼎炫-KY,其他電子業,上市,stock
8926,台汽電,油電燃氣業,上市,stock
8940,新天地,觀光餐旅,上市,stock
8996,高力,電機機械,上市,stock
9103,美德醫療-DR,其他,上市,stock
910322,康師傅-DR,其他,上市,stock
9105,泰金寶-DR,其他,上市,stock
910861,神州-DR,其他,上市,stock
9110,越南控-DR,其他,上市,stock
911608,明輝-DR,其他,上市,stock
911622,泰聚亨-DR,其他,上市,stock
911868,同方友友-DR,其他,上市,stock
912000,晨訊科-DR,其他,上市,stock
9136,巨騰-DR,其他,上市,stock
9802,鈺齊-KY,運動休閒,上市,stock
9902,台火,其他業,上市,stock
9904,寶成,運動休閒,上市,stock
9905,大華,其他業,上市,stock
9906,欣巴巴,建材營造業,上市,stock
9907,統一實,其他業,上市,stock
9908,大台北,油電燃氣業,上市,stock
9910,豐泰,運動休閒,上市,stock
9911,櫻花,居家生活,上市,stock
9912,偉聯,電腦及週邊設備業,上市,stock
9914,美利達,運動休閒,上市,stock
9917,中保科,其他業,上市,stock
9918,欣天然,油電燃氣業,上市,stock
9919,康那香,其他業,上市,stock
9921,巨大,運動休閒,上市,stock
9924,福興,居家生活,上市,stock
9925,新保,其他業,上市,stock
9926,新海,油電燃氣業,上市,stock
9927,泰銘,其他業,上市,stock
9928,中視,其他業,上市,stock
9929,秋雨,其他業,上市,stock
9930,中聯資源,綠能環保,上市,stock
9931,欣高,油電燃氣業,上市,stock
9933,中鼎,其他業,上市,stock
9934,成霖,居家生活,上市,stock
9935,慶豐富,居家生活,上市,stock
9937,全國,油電燃氣業,上市,stock
9938,百和,其他業,上市,stock
9939,宏全,其他業,上市,stock
9940,信義,其他業,上市,stock
9941,裕融,其他業,上市,stock
9941A,裕融甲特,其他業,上市,stock
9942,茂順,其他業,上市,stock
9943,好樂迪,觀光餐旅,上市,stock
9944,新麗,其他業,上市,stock
9945,潤泰新,其他業,上市,stock
9946,三發地產,建材營造業,上市,stock
9955,佳龍,綠能環保,上市,stock
9958,世紀鋼,鋼鐵工業,上市,stock
00679B,元大美債20年,其他,上櫃,etf
00687B,國泰20年美債,其他,上櫃,etf
00687C,國泰20年美債+櫃U,其他,上櫃,etf
00694B,富邦美債1-3,其他,上櫃,etf
00695B,富邦美債7-10,其他,上櫃,etf
00696B,富邦美債20年,其他,上櫃,etf
00697B,元大美債7-10,其他,上櫃,etf
00719B,元大美債1-3,其他,上櫃,etf
00720B,元大投資級公司債,其他,上櫃,etf
00722B,群益投資級電信債,其他,上櫃,etf
00723B,群益投資級科技債,其他,上櫃,etf
00724B,群益投資級金融債,其他,上櫃,etf
00725B,國泰投資級公司債,其他,上櫃,etf
00726B,國泰新興投等債,其他,上櫃,etf
00727B,國泰優選非投等債,其他,上櫃,etf
00734B,台新JPM新興債,其他,上櫃,etf
00740B,富邦全球投等債,其他,上櫃,etf
00741B,富邦全球非投等債,其他,上櫃,etf
00746B,富邦A級公司債,其他,上櫃,etf
00749B,凱基新興債10+,其他,上櫃,etf
00750B,凱基科技債10+,其他,上櫃,etf
00751B,元大AAA至A公司債,其他,上櫃,etf
00754B,群益AAA-AA公司債,其他,上櫃,etf
00755B,群益投資級公用債,其他,上櫃,etf
00756B,群益投等新興公債,其他,上櫃,etf
00758B,復華能源債,其他,上櫃,etf
00759B,復華製藥債,其他,上櫃,etf
00760B,復華新興企業債,其他,上櫃,etf
00761B,國泰A級公司債,其他,上櫃,etf
00764B,群益25年美債,其他,上櫃,etf
00768B,復華20年美債,其他,上櫃,etf
00772B,中信高評級公司債,其他,上櫃,etf
00773B,中信優先金融債,其他,上櫃,etf
00777B,凱基AAA至A公司債,其他,上櫃,etf
00778B,凱基金融債20+,其他,上櫃,etf
00779B,凱基美債25+,其他,上櫃,etf
00780B,國泰A級金融債,其他,上櫃,etf
00781B,國泰A級科技債,其他,上櫃,etf
00782B,國泰A級公用債,其他,上櫃,etf
00785B,富邦金融投等債,其他,上櫃,etf
